"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"","3752298","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908194","3752298","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238276","3752298","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752299","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908193","3752299","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752302","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238278","3752302","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908195","3752302","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752304","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908199","3752304","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238280","3752304","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752305","24/07/2025","24/07/2025","Credit card","1650","","70100","",""
"908202","3752305","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"908201","3752305","24/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3752307","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908203","3752307","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238282","3752307","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752310","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908204","3752310","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238284","3752310","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752316","24/07/2025","24/07/2025","Credit card","650","","70100","",""
"908212","3752316","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3752320","24/07/2025","24/07/2025","Credit card","2600","","70100","",""
"908223","3752320","24/07/2025","","מנוי לעונת 2025/2026","","2600","","4240",""
"238296","3752320","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752324","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908225","3752324","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238298","3752324","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752325","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908226","3752325","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238300","3752325","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752326","24/07/2025","24/07/2025","Credit card","2600","","70100","",""
"238302","3752326","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908227","3752326","24/07/2025","","מנוי לעונת 2025/2026","","2600","","4240",""
"","3752329","24/07/2025","24/07/2025","Credit card","1750","","70100","",""
"908231","3752329","24/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"","3752331","24/07/2025","24/07/2025","Credit card","2100","","70100","",""
"238306","3752331","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908233","3752331","24/07/2025","","מנוי לעונת 2025/2026","","2100","","4240",""
"","3752332","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908234","3752332","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238308","3752332","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752335","24/07/2025","24/07/2025","CustomPayment","1330","","79991","",""
"908237","3752335","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"908238","3752335","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3752337","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908241","3752337","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238316","3752337","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752338","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238318","3752338","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908242","3752338","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752339","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238322","3752339","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908244","3752339","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752343","24/07/2025","24/07/2025","Credit card","560","","70100","",""
"908349","3752343","24/07/2025","","מנוי לעונת 2025/2026","","560","","4240",""
"","3752344","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238326","3752344","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908250","3752344","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752348","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"908354","3752348","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752357","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238332","3752357","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908356","3752357","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752359","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908375","3752359","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238334","3752359","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752363","24/07/2025","24/07/2025","Credit card","2340","","70100","",""
"908369","3752363","24/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"908370","3752363","24/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3752369","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238338","3752369","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908376","3752369","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752370","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238340","3752370","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908377","3752370","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752372","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238346","3752372","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908471","3752372","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752408","24/07/2025","24/07/2025","Credit card","950","","70100","",""
"908421","3752408","24/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3752424","24/07/2025","24/07/2025","Credit card","650","","70100","",""
"908491","3752424","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3752443","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908476","3752443","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238348","3752443","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752448","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908481","3752448","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238354","3752448","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752452","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238356","3752452","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908489","3752452","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752455","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908500","3752455","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238358","3752455","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752459","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908504","3752459","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238360","3752459","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752470","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908516","3752470","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238376","3752470","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752475","24/07/2025","24/07/2025","Credit card","350","","70100","",""
"238380","3752475","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908519","3752475","24/07/2025","","מנוי לעונת 2025/2026","","350","","4240",""
"","3752477","24/07/2025","24/07/2025","Credit card","350","","70100","",""
"908527","3752477","24/07/2025","","מנוי לעונת 2025/2026","","350","","4240",""
"238383","3752477","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752479","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908528","3752479","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238385","3752479","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752480","24/07/2025","24/07/2025","Credit card","360","","70100","",""
"238387","3752480","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908530","3752480","24/07/2025","","מנוי לעונת 2025/2026","","360","","4240",""
"","3752491","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238391","3752491","24/07/2025","","Playoff 2025 Rise Above","","0","","4110",""
"","3752497","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908547","3752497","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238392","3752497","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752499","24/07/2025","24/07/2025","Credit card","2340","","70100","",""
"908559","3752499","24/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"908560","3752499","24/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3752504","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908550","3752504","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238394","3752504","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752505","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238396","3752505","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908552","3752505","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752507","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908555","3752507","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238398","3752507","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752519","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908569","3752519","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752521","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908568","3752521","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752523","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908572","3752523","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752525","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238409","3752525","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752526","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238411","3752526","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908574","3752526","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752529","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908582","3752529","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752530","24/07/2025","24/07/2025","Credit card","1980","","70100","",""
"908579","3752530","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"908580","3752530","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"908581","3752530","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3752531","24/07/2025","24/07/2025","Credit card","750","","70100","",""
"238413","3752531","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908583","3752531","24/07/2025","","מנוי לעונת 2025/2026","","750","","4240",""
"","3752540","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908591","3752540","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238417","3752540","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752543","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238419","3752543","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908596","3752543","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752544","24/07/2025","24/07/2025","Credit card","1040","","70100","",""
"908599","3752544","24/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3752547","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238421","3752547","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908607","3752547","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752549","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908610","3752549","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238423","3752549","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752553","24/07/2025","24/07/2025","Credit card","104","","70100","",""
"908611","3752553","24/07/2025","","מנוי לעונת 2025/2026","","104","","4240",""
"238425","3752553","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752555","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"908621","3752555","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752557","24/07/2025","24/07/2025","Credit card","760","","70100","",""
"908622","3752557","24/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3752571","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908627","3752571","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238427","3752571","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752573","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908628","3752573","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238429","3752573","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752600","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908670","3752600","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752615","24/07/2025","24/07/2025","Credit card","950","","70100","",""
"908685","3752615","24/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3752838","25/07/2025","25/07/2025","Credit card","700","","70100","",""
"908779","3752838","25/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752847","25/07/2025","25/07/2025","Credit card","3200","","70100","",""
"908802","3752847","25/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"908801","3752847","25/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3752853","25/07/2025","25/07/2025","Credit card","760","","70100","",""
"908808","3752853","25/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753103","26/07/2025","26/07/2025","Credit card","1300","","70100","",""
"908950","3753103","26/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3753165","26/07/2025","26/07/2025","Credit card","760","","70100","",""
"908992","3753165","26/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753169","26/07/2025","26/07/2025","Credit card","950","","70100","",""
"908994","3753169","26/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3753174","26/07/2025","26/07/2025","Credit card","1850","","70100","",""
"909019","3753174","26/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"909018","3753174","26/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3753270","27/07/2025","27/07/2025","Cash","0","","70001","",""
"238564","3753270","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909044","3753270","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753273","27/07/2025","27/07/2025","Cash","0","","70001","",""
"909048","3753273","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238568","3753273","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753274","27/07/2025","27/07/2025","Cash","0","","70001","",""
"909049","3753274","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238570","3753274","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753276","27/07/2025","27/07/2025","CustomPayment","15000","","79991","",""
"909061","3753276","27/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"909062","3753276","27/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"909063","3753276","27/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"70612","3753276","27/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3753280","27/07/2025","27/07/2025","Cash","0","","70001","",""
"909060","3753280","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238572","3753280","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753282","27/07/2025","27/07/2025","Cash","0","","70001","",""
"238576","3753282","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909080","3753282","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753286","27/07/2025","27/07/2025","Credit card","2480","","70100","",""
"909075","3753286","27/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"909076","3753286","27/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3753289","27/07/2025","27/07/2025","Credit card","1640","","70100","",""
"909066","3753289","27/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3753290","27/07/2025","27/07/2025","Credit card","2700","","70100","",""
"909081","3753290","27/07/2025","","מנוי לעונת 2025/2026","","1400","","4240",""
"909082","3753290","27/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3753302","27/07/2025","27/07/2025","CustomPayment","82000","","79991","",""
"909087","3753302","27/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909084","3753302","27/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"909086","3753302","27/07/2025","","מנוי לעונת 2025/2026","","9800","","4240",""
"909083","3753302","27/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"909085","3753302","27/07/2025","","מנוי לעונת 2025/2026","","9800","","4240",""
"70613","3753302","27/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70616","3753302","27/07/2025","","פרסום: לד עליון 25/26","","5600","","4118",""
"70615","3753302","27/07/2025","","פרסום: לד תחתון 25/26","","5600","","4118",""
"70617","3753302","27/07/2025","","פרסום: מסך לד בסיס סל 25/26","","5600","","4118",""
"70614","3753302","27/07/2025","","פרסום: שקופית ג'מבו 25/26","","5600","","4118",""
"","3753306","27/07/2025","27/07/2025","Credit card","760","","70100","",""
"909090","3753306","27/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753310","27/07/2025","27/07/2025","Cash","0","","70001","",""
"909094","3753310","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238585","3753310","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753311","27/07/2025","27/07/2025","Cash","0","","70001","",""
"909095","3753311","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238587","3753311","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753312","27/07/2025","27/07/2025","Credit card","760","","70100","",""
"909098","3753312","27/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753313","27/07/2025","27/07/2025","Credit card","3050","","70100","",""
"909096","3753313","27/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"909097","3753313","27/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3753319","27/07/2025","27/07/2025","Cash","0","","70001","",""
"238595","3753319","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909133","3753319","27/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753320","27/07/2025","27/07/2025","CustomPayment","118000","","79991","",""
"909112","3753320","27/07/2025","","מנוי חניה 2025-26","","5000","","4240",""
"909111","3753320","27/07/2025","","מנוי חניה 2025-26","","5000","","4240",""
"909107","3753320","27/07/2025","","מנוי לעונת 2025/2026","","7500","","4240",""
"909109","3753320","27/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"909110","3753320","27/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"909100","3753320","27/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"909108","3753320","27/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"909101","3753320","27/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"909105","3753320","27/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"909106","3753320","27/07/2025","","מנוי לעונת 2025/2026","","7500","","4240",""
"70619","3753320","27/07/2025","","מנוי קהילה 25/26","","29800","","4240",""
"70618","3753320","27/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3753332","27/07/2025","27/07/2025","Credit card","700","","70100","",""
"909132","3753332","27/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3753343","27/07/2025","27/07/2025","Credit card","680","","70100","",""
"909149","3753343","27/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3753355","27/07/2025","27/07/2025","Credit card","950","","70100","",""
"909155","3753355","27/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3753360","27/07/2025","27/07/2025","Credit card","900","","70100","",""
"909157","3753360","27/07/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"","3753379","28/07/2025","28/07/2025","Credit card","760","","70100","",""
"909193","3753379","28/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753396","28/07/2025","28/07/2025","Credit card","700","","70100","",""
"909207","3753396","28/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3753628","28/07/2025","28/07/2025","Credit card","2340","","70100","",""
"909339","3753628","28/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"909341","3753628","28/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3753630","28/07/2025","28/07/2025","Cash","0","","70001","",""
"238663","3753630","28/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909342","3753630","28/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753631","28/07/2025","28/07/2025","Cash","0","","70001","",""
"909343","3753631","28/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238665","3753631","28/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753655","28/07/2025","28/07/2025","CustomPayment","106000","","79991","",""
"909411","3753655","28/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909410","3753655","28/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"909408","3753655","28/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"909407","3753655","28/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"909409","3753655","28/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"70645","3753655","28/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70648","3753655","28/07/2025","","פרסום: לד עליון 25/26","","13200","","4118",""
"70647","3753655","28/07/2025","","פרסום: לד תחתון 25/26","","13200","","4118",""
"70649","3753655","28/07/2025","","פרסום: מסך לד בסיס סל 25/26","","13200","","4118",""
"70646","3753655","28/07/2025","","פרסום: שקופית ג'מבו 25/26","","13200","","4118",""
"","3753657","28/07/2025","28/07/2025","Credit card","-1300","","70100","",""
"238696","3753657","28/07/2025","","מנוי לעונת 2025/2026","","-1300","","4240",""
"","3753661","28/07/2025","28/07/2025","Credit card","700","","70100","",""
"909414","3753661","28/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3753663","28/07/2025","28/07/2025","Credit card","650","","70100","",""
"909415","3753663","28/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3753669","28/07/2025","28/07/2025","Credit card","400","","70100","",""
"238700","3753669","28/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909420","3753669","28/07/2025","","מנוי לעונת 2025/2026","","400","","4240",""
"","3753706","28/07/2025","28/07/2025","Credit card","1750","","70100","",""
"909558","3753706","28/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"","3753707","28/07/2025","28/07/2025","Credit card","2800","","70100","",""
"909559","3753707","28/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"909560","3753707","28/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909562","3753707","28/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909561","3753707","28/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3753861","29/07/2025","29/07/2025","Credit card","550","","70100","",""
"238729","3753861","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909673","3753861","29/07/2025","","מנוי לעונת 2025/2026","","550","","4240",""
"","3753863","29/07/2025","29/07/2025","Credit card","1440","","70100","",""
"909674","3753863","29/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"909675","3753863","29/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753865","29/07/2025","29/07/2025","Cash","0","","70001","",""
"238731","3753865","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909678","3753865","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753867","29/07/2025","29/07/2025","Credit card","400","","70100","",""
"909679","3753867","29/07/2025","","מנוי לעונת 2025/2026","","400","","4240",""
"238732","3753867","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753868","29/07/2025","29/07/2025","Credit card","1640","","70100","",""
"909680","3753868","29/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3753873","29/07/2025","29/07/2025","Credit card","680","","70100","",""
"909682","3753873","29/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3753876","29/07/2025","29/07/2025","Credit card","760","","70100","",""
"909683","3753876","29/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3753877","29/07/2025","29/07/2025","Credit card","1500","","70100","",""
"909705","3753877","29/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909704","3753877","29/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"909706","3753882","29/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"909708","3753882","29/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"909707","3753882","29/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"70679","3753882","29/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70678","3753882","29/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3753883","29/07/2025","29/07/2025","Credit card","3280","","70100","",""
"909709","3753883","29/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"909713","3753883","29/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909711","3753883","29/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909710","3753883","29/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"909712","3753883","29/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3753893","29/07/2025","29/07/2025","CustomPayment","80000","","79991","",""
"909738","3753893","29/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909737","3753893","29/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909730","3753893","29/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"909729","3753893","29/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"909731","3753893","29/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"70711","3753893","29/07/2025","","מנוי קהילה 25/26","","5000","","4240",""
"","3753900","29/07/2025","29/07/2025","Cash","0","","70001","",""
"909750","3753900","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238798","3753900","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753904","29/07/2025","29/07/2025","Credit card","700","","70100","",""
"909758","3753904","29/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3753905","29/07/2025","29/07/2025","CustomPayment","1280","","79991","",""
"909753","3753905","29/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3753906","29/07/2025","29/07/2025","Cash","0","","70001","",""
"909759","3753906","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238802","3753906","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
